seed,method,estimate,bias,alpha,beta,propensity_spec,outcome_spec,setting,n,truth,truth_key
20,DR.o&pfal,0.6599011049544794,-0.3400988950455206,"[1.0, -1.0]","[0.0, 0.0, 0.0]",false,false,A,1000,1.0,mu_true
21,IPW,1.212165793061974,0.21216579306197403,"[-1.0, 1.0, 0.0, 0.0, -1.0]",,true,,A,1000,1.0,mu_true
21,IPW.fal,0.8607440531327764,-0.13925594686722365,"[1.0, -1.0]",,false,,A,1000,1.0,mu_true
21,OR,1.135591891337648,0.13559189133764793,,"[0.0, 1.0, 2.5, 3.0]",,true,A,1000,1.0,mu_true
21,OR.fal,1.0320690878295369,0.03206908782953688,,"[0.0, 0.0, 0.0]",,false,A,1000,1.0,mu_true
21,DR,1.1224745111496763,0.12247451114967634,"[-1.0, 1.0, 0.0, 0.0, -1.0]","[0.0, 1.0, 2.5, 3.0]",true,true,A,1000,1.0,mu_true
21,DR.ofal,1.2444007856171784,0.24440078561717837,"[-1.0, 1.0, 0.0, 0.0, -1.0]","[0.0, 0.0, 0.0]",true,false,A,1000,1.0,mu_true
21,DR.pfal,1.1236983998462238,0.12369839984622377,"[1.0, -1.0]","[0.0, 1.0, 2.5, 3.0]",false,true,A,1000,1.0,mu_true
21,DR.o&pfal,0.9907394194074325,-0.009260580592567513,"[1.0, -1.0]","[0.0, 0.0, 0.0]",false,false,A,1000,1.0,mu_true
22,IPW,0.9221854673196371,-0.07781453268036287,"[-1.0, 1.0, 0.0, 0.0, -1.0]",,true,,A,1000,1.0,mu_true
22,IPW.fal,0.6288954456260302,-0.37110455437396983,"[1.0, -1.0]",,false,,A,1000,1.0,mu_true
22,OR,0.820290670148253,-0.17970932985174704,,"[0.0, 1.0, 2.5, 3.0]",,true,A,1000,1.0,mu_true
22,OR.fal,0.7337489297375068,-0.2662510702624932,,"[0.0, 0.0, 0.0]",,false,A,1000,1.0,mu_true
22,DR,0.7950444067146079,-0.20495559328539215,"[-1.0, 1.0, 0.0, 0.0, -1.0]","[0.0, 1.0, 2.5, 3.0]",true,true,A,1000,1.0,mu_true
22,DR.ofal,0.8805029215144798,-0.11949707848552016,"[-1.0, 1.0, 0.0, 0.0, -1.0]","[0.0, 0.0, 0.0]",true,false,A,1000,1.0,mu_true
22,DR.pfal,0.8255662497337541,-0.17443375026624586,"[1.0, -1.0]","[0.0, 1.0, 2.5, 3.0]",false,true,A,1000,1.0,mu_true
22,DR.o&pfal,0.7194584669357436,-0.28054153306425644,"[1.0, -1.0]","[0.0, 0.0, 0.0]",false,false,A,1000,1.0,mu_true
23,IPW,0.7871930225276651,-0.2128069774723349,"[-1.0, 1.0, 0.0, 0.0, -1.0]",,true,,A,1000,1.0,mu_true
23,IPW.fal,0.5048847544639983,-0.4951152455360017,"[1.0, -1.0]",,false,,A,1000,1.0,mu_true
23,OR,0.817145494806483,-0.18285450519351698,,"[0.0, 1.0, 2.5, 3.0]",,true,A,1000,1.0,mu_true
23,OR.fal,0.6514074271316489,-0.3485925728683511,,"[0.0, 0.0, 0.0]",,false,A,1000,1.0,mu_true
23,DR,0.8123817460856315,-0.18761825391436848,"[-1.0, 1.0, 0.0, 0.0, -1.0]","[0.0, 1.0, 2.5, 3.0]",true,true,A,1000,1.0,mu_true
23,DR.ofal,0.799987089600729,-0.20001291039927105,"[-1.0, 1.0, 0.0, 0.0, -1.0]","[0.0, 0.0, 0.0]",true,false,A,1000,1.0,mu_true
23,DR.pfal,0.8193372037753858,-0.18066279622461423,"[1.0, -1.0]","[0.0, 1.0, 2.5, 3.0]",false,true,A,1000,1.0,mu_true
23,DR.o&pfal,0.660695002824174,-0.33930499717582596,"[1.0, -1.0]","[0.0, 0.0, 0.0]",false,false,A,1000,1.0,mu_true
24,IPW,1.0588783075303358,0.05887830753033585,"[-1.0, 1.0, 0.0, 0.0, -1.0]",,true,,A,1000,1.0,mu_true
24,IPW.fal,0.5187627253136661,-0.4812372746863339,"[1.0, -1.0]",,false,,A,1000,1.0,mu_true
24,OR,0.8736716433729996,-0.12632835662700037,,"[0.0, 1.0, 2.5, 3.0]",,true,A,1000,1.0,mu_true
24,OR.fal,0.7059761843349862,-0.2940238156650138,,"[0.0, 0.0, 0.0]",,false,A,1000,1.0,mu_true
24,DR,0.8791905919013696,-0.12080940809863039,"[-1.0, 1.0, 0.0, 0.0, -1.0]","[0.0, 1.0, 2.5, 3.0]",true,true,A,1000,1.0,mu_true
24,DR.ofal,1.0500206589105125,0.05002065891051255,"[-1.0, 1.0, 0.0, 0.0, -1.0]","[0.0, 0.0, 0.0]",true,false,A,1000,1.0,mu_true
24,DR.pfal,0.8635045484527762,-0.13649545154722376,"[1.0, -1.0]","[0.0, 1.0, 2.5, 3.0]",false,true,A,1000,1.0,mu_true
24,DR.o&pfal,0.5890659349874412,-0.4109340650125588,"[1.0, -1.0]","[0.0, 0.0, 0.0]",false,false,A,1000,1.0,mu_true
25,IPW,0.75713421427488,-0.24286578572511996,"[-1.0, 1.0, 0.0, 0.0, -1.0]",,true,,A,1000,1.0,mu_true
25,IPW.fal,0.12287774780558915,-0.8771222521944109,"[1.0, -1.0]",,false,,A,1000,1.0,mu_true
25,OR,0.9329779107297257,-0.06702208927027431,,"[0.0, 1.0, 2.5, 3.0]",,true,A,1000,1.0,mu_true
25,OR.fal,0.2884571670072867,-0.7115428329927134,,"[0.0, 0.0, 0.0]",,false,A,1000,1.0,mu_true
25,DR,0.9252803312953336,-0.0747196687046664,"[-1.0, 1.0, 0.0, 0.0, -1.0]","[0.0, 1.0, 2.5, 3.0]",true,true,A,1000,1.0,mu_true
25,DR.ofal,0.7010748777261636,-0.2989251222738364,"[-1.0, 1.0, 0.0, 0.0, -1.0]","[0.0, 0.0, 0.0]",true,false,A,1000,1.0,mu_true
25,DR.pfal,0.9275304983751285,-0.07246950162487154,"[1.0, -1.0]","[0.0, 1.0, 2.5, 3.0]",false,true,A,1000,1.0,mu_true
25,DR.o&pfal,0.19474224171857604,-0.805257758281424,"[1.0, -1.0]","[0.0, 0.0, 0.0]",false,false,A,1000,1.0,mu_true
26,IPW,0.9053339624201385,-0.09466603757986147,"[-1.0, 1.0, 0.0, 0.0, -1.0]",,true,,A,1000,1.0,mu_true
26,IPW.fal,0.41400294393027753,-0.5859970560697225,"[1.0, -1.0]",,false,,A,1000,1.0,mu_true
26,OR,0.9127243650209282,-0.08727563497907176,,"[0.0, 1.0, 2.5, 3.0]",,true,A,1000,1.0,mu_true
26,OR.fal,0.5946720617119595,-0.4053279382880405,,"[0.0, 0.0, 0.0]",,false,A,1000,1.0,mu_true
26,DR,0.9212325154887993,-0.07876748451120075,"[-1.0, 1.0, 0.0, 0.0, -1.0]","[0.0, 1.0, 2.5, 3.0]",true,true,A,1000,1.0,mu_true
26,DR.ofal,0.9020261498708073,-0.09797385012919269,"[-1.0, 1.0, 0.0, 0.0, -1.0]","[0.0, 0.0, 0.0]",true,false,A,1000,1.0,mu_true
26,DR.pfal,0.9176289061676701,-0.08237109383232988,"[1.0, -1.0]","[0.0, 1.0, 2.5, 3.0]",false,true,A,1000,1.0,mu_true
26,DR.o&pfal,0.5277236941877601,-0.4722763058122399,"[1.0, -1.0]","[0.0, 0.0, 0.0]",false,false,A,1000,1.0,mu_true
27,IPW,1.4830351501312817,0.48303515013128173,"[-1.0, 1.0, 0.0, 0.0, -1.0]",,true,,A,1000,1.0,mu_true
27,IPW.fal,0.881857036731484,-0.11814296326851603,"[1.0, -1.0]",,false,,A,1000,1.0,mu_true
27,OR,1.3067784320465239,0.3067784320465239,,"[0.0, 1.0, 2.5, 3.0]",,true,A,1000,1.0,mu_true
27,OR.fal,1.1407539070619472,0.14075390706194724,,"[0.0, 0.0, 0.0]",,false,A,1000,1.0,mu_true
27,DR,1.3188434379134932,0.31884343791349323,"[-1.0, 1.0, 0.0, 0.0, -1.0]","[0.0, 1.0, 2.5, 3.0]",true,true,A,1000,1.0,mu_true
27,DR.ofal,1.506703896079866,0.506703896079866,"[-1.0, 1.0, 0.0, 0.0, -1.0]","[0.0, 0.0, 0.0]",true,false,A,1000,1.0,mu_true
27,DR.pfal,1.3038929374069648,0.30389293740696477,"[1.0, -1.0]","[0.0, 1.0, 2.5, 3.0]",false,true,A,1000,1.0,mu_true
27,DR.o&pfal,1.1179489101257605,0.11794891012576048,"[1.0, -1.0]","[0.0, 0.0, 0.0]",false,false,A,1000,1.0,mu_true
28,IPW,0.8162571070514048,-0.18374289294859525,"[-1.0, 1.0, 0.0, 0.0, -1.0]",,true,,A,1000,1.0,mu_true
28,IPW.fal,0.29553629886351745,-0.7044637011364825,"[1.0, -1.0]",,false,,A,1000,1.0,mu_true
28,OR,1.0142257571579592,0.014225757157959151,,"[0.0, 1.0, 2.5, 3.0]",,true,A,1000,1.0,mu_true
28,OR.fal,0.5330554267937709,-0.46694457320622906,,"[0.0, 0.0, 0.0]",,false,A,1000,1.0,mu_true
28,DR,1.0110925161944824,0.011092516194482371,"[-1.0, 1.0, 0.0, 0.0, -1.0]","[0.0, 1.0, 2.5, 3.0]",true,true,A,1000,1.0,mu_true
28,DR.ofal,0.7704530552299971,-0.22954694477000293,"[-1.0, 1.0, 0.0, 0.0, -1.0]","[0.0, 0.0, 0.0]",true,false,A,1000,1.0,mu_true
28,DR.pfal,1.014107576844679,0.014107576844679004,"[1.0, -1.0]","[0.0, 1.0, 2.5, 3.0]",false,true,A,1000,1.0,mu_true
28,DR.o&pfal,0.3775231088416838,-0.6224768911583163,"[1.0, -1.0]","[0.0, 0.0, 0.0]",false,false,A,1000,1.0,mu_true
29,IPW,1.5776124028699494,0.5776124028699494,"[-1.0, 1.0, 0.0, 0.0, -1.0]",,true,,A,1000,1.0,mu_true
29,IPW.fal,0.8933603643729946,-0.1066396356270054,"[1.0, -1.0]",,false,,A,1000,1.0,mu_true
29,OR,1.2218019026807376,0.22180190268073763,,"[0.0, 1.0, 2.5, 3.0]",,true,A,1000,1.0,mu_true
29,OR.fal,1.146477386322798,0.14647738632279794,,"[0.0, 0.0, 0.0]",,false,A,1000,1.0,mu_true
29,DR,1.2297326428549404,0.22973264285494044,"[-1.0, 1.0, 0.0, 0.0, -1.0]","[0.0, 1.0, 2.5, 3.0]",true,true,A,1000,1.0,mu_true
29,DR.ofal,1.5886121072573691,0.5886121072573691,"[-1.0, 1.0, 0.0, 0.0, -1.0]","[0.0, 0.0, 0.0]",true,false,A,1000,1.0,mu_true
29,DR.pfal,1.2198533645279763,0.21985336452797632,"[1.0, -1.0]","[0.0, 1.0, 2.5, 3.0]",false,true,A,1000,1.0,mu_true
29,DR.o&pfal,1.091431254417388,0.09143125441738809,"[1.0, -1.0]","[0.0, 0.0, 0.0]",false,false,A,1000,1.0,mu_true
30,IPW,1.0254887510800885,0.025488751080088523,"[-1.0, 1.0, 0.0, 0.0, -1.0]",,true,,A,1000,1.0,mu_true
30,IPW.fal,0.701732969125439,-0.29826703087456097,"[1.0, -1.0]",,false,,A,1000,1.0,mu_true
30,OR,1.1057666953088132,0.10576669530881322,,"[0.0, 1.0, 2.5, 3.0]",,true,A,1000,1.0,mu_true
30,OR.fal,0.8780450785993515,-0.12195492140064845,,"[0.0, 0.0, 0.0]",,false,A,1000,1.0,mu_true
30,DR,1.0912737359876672,0.09127373598766719,"[-1.0, 1.0, 0.0, 0.0, -1.0]","[0.0, 1.0, 2.5, 3.0]",true,true,A,1000,1.0,mu_true
30,DR.ofal,1.0231354755221465,0.023135475522146454,"[-1.0, 1.0, 0.0, 0.0, -1.0]","[0.0, 0.0, 0.0]",true,false,A,1000,1.0,mu_true
30,DR.pfal,1.102663359502157,0.1026633595021571,"[1.0, -1.0]","[0.0, 1.0, 2.5, 3.0]",false,true,A,1000,1.0,mu_true
30,DR.o&pfal,0.8354330521538155,-0.16456694784618453,"[1.0, -1.0]","[0.0, 0.0, 0.0]",false,false,A,1000,1.0,mu_true
31,IPW,0.8732417970847725,-0.12675820291522755,"[-1.0, 1.0, 0.0, 0.0, -1.0]",,true,,A,1000,1.0,mu_true
31,IPW.fal,0.35390420228323594,-0.6460957977167641,"[1.0, -1.0]",,false,,A,1000,1.0,mu_true
31,OR,0.8948201829541806,-0.10517981704581936,,"[0.0, 1.0, 2.5, 3.0]",,true,A,1000,1.0,mu_true
31,OR.fal,0.5250603107884376,-0.4749396892115624,,"[0.0, 0.0, 0.0]",,false,A,1000,1.0,mu_true
31,DR,0.8910293671010997,-0.1089706328989003,"[-1.0, 1.0, 0.0, 0.0, -1.0]","[0.0, 1.0, 2.5, 3.0]",true,true,A,1000,1.0,mu_true
31,DR.ofal,0.8795817234331312,-0.12041827656686876,"[-1.0, 1.0, 0.0, 0.0, -1.0]","[0.0, 0.0, 0.0]",true,false,A,1000,1.0,mu_true
31,DR.pfal,0.9064888061804048,-0.09351119381959516,"[1.0, -1.0]","[0.0, 1.0, 2.5, 3.0]",false,true,A,1000,1.0,mu_true
31,DR.o&pfal,0.4747286098686361,-0.5252713901313639,"[1.0, -1.0]","[0.0, 0.0, 0.0]",false,false,A,1000,1.0,mu_true
32,IPW,0.9319794434275452,-0.06802055657245476,"[-1.0, 1.0, 0.0, 0.0, -1.0]",,true,,A,1000,1.0,mu_true
32,IPW.fal,0.3841692084840006,-0.6158307915159994,"[1.0, -1.0]",,false,,A,1000,1.0,mu_true
32,OR,0.9838544529438957,-0.01614554705610427,,"[0.0, 1.0, 2.5, 3.0]",,true,A,1000,1.0,mu_true
32,OR.fal,0.5648766153427605,-0.43512338465723954,,"[0.0, 0.0, 0.0]",,false,A,1000,1.0,mu_true
32,DR,0.9810783925161536,-0.018921607483846414,"[-1.0, 1.0, 0.0, 0.0, -1.0]","[0.0, 1.0, 2.5, 3.0]",true,true,A,1000,1.0,mu_true
32,DR.ofal,0.9652771793230331,-0.03472282067696686,"[-1.0, 1.0, 0.0, 0.0, -1.0]","[0.0, 0.0, 0.0]",true,false,A,1000,1.0,mu_true
32,DR.pfal,0.9711452499461309,-0.02885475005386906,"[1.0, -1.0]","[0.0, 1.0, 2.5, 3.0]",false,true,A,1000,1.0,mu_true
32,DR.o&pfal,0.5018728223669636,-0.4981271776330364,"[1.0, -1.0]","[0.0, 0.0, 0.0]",false,false,A,1000,1.0,mu_true
33,IPW,1.3668354070783675,0.3668354070783675,"[-1.0, 1.0, 0.0, 0.0, -1.0]",,true,,A,1000,1.0,mu_true
33,IPW.fal,0.9345966589527157,-0.06540334104728429,"[1.0, -1.0]",,false,,A,1000,1.0,mu_true
33,OR,0.9467998362055221,-0.053200163794477895,,"[0.0, 1.0, 2.5, 3.0]",,true,A,1000,1.0,mu_true
33,OR.fal,1.1625973970000647,0.1625973970000647,,"[0.0, 0.0, 0.0]",,false,A,1000,1.0,mu_true
33,DR,0.945865881125759,-0.05413411887424102,"[-1.0, 1.0, 0.0, 0.0, -1.0]","[0.0, 1.0, 2.5, 3.0]",true,true,A,1000,1.0,mu_true
33,DR.ofal,1.4470348774878432,0.4470348774878432,"[-1.0, 1.0, 0.0, 0.0, -1.0]","[0.0, 0.0, 0.0]",true,false,A,1000,1.0,mu_true
33,DR.pfal,0.9521618703111047,-0.04783812968889534,"[1.0, -1.0]","[0.0, 1.0, 2.5, 3.0]",false,true,A,1000,1.0,mu_true
33,DR.o&pfal,1.1419570380678503,0.14195703806785032,"[1.0, -1.0]","[0.0, 0.0, 0.0]",false,false,A,1000,1.0,mu_true
34,IPW,0.9887255861550732,-0.011274413844926778,"[-1.0, 1.0, 0.0, 0.0, -1.0]",,true,,A,1000,1.0,mu_true
34,IPW.fal,0.5063113200149095,-0.4936886799850905,"[1.0, -1.0]",,false,,A,1000,1.0,mu_true
34,OR,1.0641767711878525,0.06417677118785248,,"[0.0, 1.0, 2.5, 3.0]",,true,A,1000,1.0,mu_true
34,OR.fal,0.699369604550335,-0.30063039544966497,,"[0.0, 0.0, 0.0]",,false,A,1000,1.0,mu_true
34,DR,1.0617686966126483,0.06176869661264828,"[-1.0, 1.0, 0.0, 0.0, -1.0]","[0.0, 1.0, 2.5, 3.0]",true,true,A,1000,1.0,mu_true
34,DR.ofal,0.9904245927064554,-0.009575407293544558,"[-1.0, 1.0, 0.0, 0.0, -1.0]","[0.0, 0.0, 0.0]",true,false,A,1000,1.0,mu_true
34,DR.pfal,1.0598767161855822,0.05987671618558221,"[1.0, -1.0]","[0.0, 1.0, 2.5, 3.0]",false,true,A,1000,1.0,mu_true
34,DR.o&pfal,0.6799842411819541,-0.3200157588180459,"[1.0, -1.0]","[0.0, 0.0, 0.0]",false,false,A,1000,1.0,mu_true
35,IPW,1.2044181313807012,0.2044181313807012,"[-1.0, 1.0, 0.0, 0.0, -1.0]",,true,,A,1000,1.0,mu_true
35,IPW.fal,0.596996104415112,-0.40300389558488803,"[1.0, -1.0]",,false,,A,1000,1.0,mu_true
35,OR,0.9611354137174914,-0.03886458628250855,,"[0.0, 1.0, 2.5, 3.0]",,true,A,1000,1.0,mu_true
35,OR.fal,0.8564140014911962,-0.14358599850880382,,"[0.0, 0.0, 0.0]",,false,A,1000,1.0,mu_true
35,DR,0.9824818380295917,-0.01751816197040834,"[-1.0, 1.0, 0.0, 0.0, -1.0]","[0.0, 1.0, 2.5, 3.0]",true,true,A,1000,1.0,mu_true
35,DR.ofal,1.171209709917618,0.17120970991761797,"[-1.0, 1.0, 0.0, 0.0, -1.0]","[0.0, 0.0, 0.0]",true,false,A,1000,1.0,mu_true
35,DR.pfal,0.956638054218322,-0.04336194578167796,"[1.0, -1.0]","[0.0, 1.0, 2.5, 3.0]",false,true,A,1000,1.0,mu_true
35,DR.o&pfal,0.8196328465690221,-0.18036715343097787,"[1.0, -1.0]","[0.0, 0.0, 0.0]",false,false,A,1000,1.0,mu_true
36,IPW,1.1303525055003014,0.13035250550030142,"[-1.0, 1.0, 0.0, 0.0, -1.0]",,true,,A,1000,1.0,mu_true
36,IPW.fal,0.583832088513304,-0.41616791148669596,"[1.0, -1.0]",,false,,A,1000,1.0,mu_true
36,OR,1.191818153389735,0.19181815338973496,,"[0.0, 1.0, 2.5, 3.0]",,true,A,1000,1.0,mu_true
36,OR.fal,0.8610634781145851,-0.13893652188541494,,"[0.0, 0.0, 0.0]",,false,A,1000,1.0,mu_true
36,DR,1.1977433307908019,0.19774333079080186,"[-1.0, 1.0, 0.0, 0.0, -1.0]","[0.0, 1.0, 2.5, 3.0]",true,true,A,1000,1.0,mu_true
36,DR.ofal,1.1553674054432403,0.15536740544324035,"[-1.0, 1.0, 0.0, 0.0, -1.0]","[0.0, 0.0, 0.0]",true,false,A,1000,1.0,mu_true
36,DR.pfal,1.1920379620730859,0.19203796207308588,"[1.0, -1.0]","[0.0, 1.0, 2.5, 3.0]",false,true,A,1000,1.0,mu_true
36,DR.o&pfal,0.8059111289100334,-0.19408887108996664,"[1.0, -1.0]","[0.0, 0.0, 0.0]",false,false,A,1000,1.0,mu_true
37,IPW,0.8249730291685464,-0.17502697083145358,"[-1.0, 1.0, 0.0, 0.0, -1.0]",,true,,A,1000,1.0,mu_true
37,IPW.fal,0.4853811464421602,-0.5146188535578398,"[1.0, -1.0]",,false,,A,1000,1.0,mu_true
37,OR,0.8450390893144623,-0.15496091068553774,,"[0.0, 1.0, 2.5, 3.0]",,true,A,1000,1.0,mu_true
37,OR.fal,0.6926332433408808,-0.30736675665911917,,"[0.0, 0.0, 0.0]",,false,A,1000,1.0,mu_true
37,DR,0.8401102536043844,-0.1598897463956156,"[-1.0, 1.0, 0.0, 0.0, -1.0]","[0.0, 1.0, 2.5, 3.0]",true,true,A,1000,1.0,mu_true
37,DR.ofal,0.7989381687454602,-0.2010618312545398,"[-1.0, 1.0, 0.0, 0.0, -1.0]","[0.0, 0.0, 0.0]",true,false,A,1000,1.0,mu_true
37,DR.pfal,0.829180571029654,-0.17081942897034597,"[1.0, -1.0]","[0.0, 1.0, 2.5, 3.0]",false,true,A,1000,1.0,mu_true
37,DR.o&pfal,0.6181196067825643,-0.3818803932174357,"[1.0, -1.0]","[0.0, 0.0, 0.0]",false,false,A,1000,1.0,mu_true
38,IPW,1.0381570338199777,0.038157033819977704,"[-1.0, 1.0, 0.0, 0.0, -1.0]",,true,,A,1000,1.0,mu_true
38,IPW.fal,0.632652628594163,-0.36734737140583695,"[1.0, -1.0]",,false,,A,1000,1.0,mu_true
38,OR,1.1779814068679142,0.1779814068679142,,"[0.0, 1.0, 2.5, 3.0]",,true,A,1000,1.0,mu_true
38,OR.fal,0.7877989741802309,-0.21220102581976907,,"[0.0, 0.0, 0.0]",,false,A,1000,1.0,mu_true
38,DR,1.1696272708658126,0.16962727086581264,"[-1.0, 1.0, 0.0, 0.0, -1.0]","[0.0, 1.0, 2.5, 3.0]",true,true,A,1000,1.0,mu_true
38,DR.ofal,1.0513084078188486,0.0513084078188486,"[-1.0, 1.0, 0.0, 0.0, -1.0]","[0.0, 0.0, 0.0]",true,false,A,1000,1.0,mu_true
38,DR.pfal,1.1826472770380974,0.18264727703809736,"[1.0, -1.0]","[0.0, 1.0, 2.5, 3.0]",false,true,A,1000,1.0,mu_true
38,DR.o&pfal,0.7023426136052096,-0.29765738639479045,"[1.0, -1.0]","[0.0, 0.0, 0.0]",false,false,A,1000,1.0,mu_true
39,IPW,1.146112916242528,0.1461129162425281,"[-1.0, 1.0, 0.0, 0.0, -1.0]",,true,,A,1000,1.0,mu_true
39,IPW.fal,0.4168090385465769,-0.5831909614534231,"[1.0, -1.0]",,false,,A,1000,1.0,mu_true
39,OR,1.0654221081453243,0.06542210814532434,,"[0.0, 1.0, 2.5, 3.0]",,true,A,1000,1.0,mu_true
39,OR.fal,0.7557003129970995,-0.2442996870029005,,"[0.0, 0.0, 0.0]",,false,A,1000,1.0,mu_true
39,DR,1.061526601511672,0.061526601511672,"[-1.0, 1.0, 0.0, 0.0, -1.0]","[0.0, 1.0, 2.5, 3.0]",true,true,A,1000,1.0,mu_true
39,DR.ofal,1.1151309658833946,0.11513096588339455,"[-1.0, 1.0, 0.0, 0.0, -1.0]","[0.0, 0.0, 0.0]",true,false,A,1000,1.0,mu_true
39,DR.pfal,1.06082795540075,0.06082795540075003,"[1.0, -1.0]","[0.0, 1.0, 2.5, 3.0]",false,true,A,1000,1.0,mu_true
39,DR.o&pfal,0.6677635358155739,-0.3322364641844261,"[1.0, -1.0]","[0.0, 0.0, 0.0]",false,false,A,1000,1.0,mu_true
40,IPW,1.1651326991550504,0.16513269915505036,"[-1.0, 1.0, 0.0, 0.0, -1.0]",,true,,A,1000,1.0,mu_true
40,IPW.fal,0.5800059625262591,-0.41999403747374087,"[1.0, -1.0]",,false,,A,1000,1.0,mu_true
40,OR,1.0193350003533255,0.01933500035332547,,"[0.0, 1.0, 2.5, 3.0]",,true,A,1000,1.0,mu_true
40,OR.fal,0.7918807573679445,-0.2081192426320555,,"[0.0, 0.0, 0.0]",,false,A,1000,1.0,mu_true
40,DR,1.0075839957216226,0.007583995721622605,"[-1.0, 1.0, 0.0, 0.0, -1.0]","[0.0, 1.0, 2.5, 3.0]",true,true,A,1000,1.0,mu_true
40,DR.ofal,1.165510808774979,0.16551080877497903,"[-1.0, 1.0, 0.0, 0.0, -1.0]","[0.0, 0.0, 0.0]",true,false,A,1000,1.0,mu_true
40,DR.pfal,1.0163576985043996,0.01635769850439961,"[1.0, -1.0]","[0.0, 1.0, 2.5, 3.0]",false,true,A,1000,1.0,mu_true
